air,dlwrf,dswrf,evap,lhtfl,prate,pres,rhum,shtfl,shum,tcdc,ulwrf,uswrf,uwnd,vwnd
279.779815673828,291.8203125,97.15625,0.225528359413147,-56.0430908203125,-2.42589771914936e-06,100837.9296875,63.2964172363281,-0.6129150390625,0.00381691474467516,58.875,337,19.8359375,5.19259834289551,-1.48437309265137
279.395385742188,243.46875,126.8359375,0.107282944023609,-24.5739135742188,6.99014935889863e-06,101325.3046875,77.3258056640625,0.2637939453125,0.00450921058654785,21.25,337.125,25.703125,1.45723342895508,3.08319473266602
281.283630371094,345.453125,54.9140625,0.00275509804487228,1.12322998046875,5.43943424418103e-05,101004.5546875,90.3919219970703,10.5628356933594,0.00601921370252967,90.125,338.75,11.4375,2.42698287963867,4.94136047363281
283.927429199219,361.8828125,52.5,-0.0135103836655617,4.31387329101562,4.87549405079335e-05,100544.8125,96.4553985595703,3.96075439453125,0.00772005645558238,95.25,340.0625,10.78125,0.930723190307617,1.49654769897461
279.963592529297,299.9609375,108.5,0.342071294784546,-83.2437438964844,4.69925953439088e-06,101079,74.1092529296875,-15.7923889160156,0.00463040359318256,73.625,340.125,21.8984375,5.4002571105957,-5.46980285644531
278.98291015625,249.9453125,135.6796875,0.149474203586578,-34.6593017578125,-1.72428929090529e-06,101608.453125,73.0121307373047,-5.94296264648438,0.00411628279834986,16.25,336.875,27.671875,3.15893936157227,0.498132705688477
279.385192871094,268.4140625,85.3671875,0.0816315859556198,-17.7723693847656,7.51286715967581e-05,101633.21875,79.3042678833008,-3.92562866210938,0.00461126072332263,64.625,337.9375,16.9375,-0.299202561378479,0.917152404785156
278.348846435547,241.1875,125.3515625,0.308769345283508,-82.2087097167969,-4.19346577018587e-07,101691.96875,74.7901382446289,-17.1824951171875,0.00403274968266487,6.625,335.625,25.9453125,6.1929874420166,-0.280778884887695
275.185211181641,220.421875,139.8671875,0.364615350961685,-83.1177673339844,3.61691320449609e-07,103570.828125,58.3651504516602,-47.2430419921875,0.00249104714021087,23.25,333.6875,27.8984375,0.912500381469727,-3.48528861999512
278.895263671875,304.8203125,101.375,0.0426532439887524,-4.99176025390625,-1.71251519986981e-06,103520.3671875,88.5806503295898,1.01425170898438,0.00497131794691086,75.25,334.25,19.953125,-0.490251541137695,4.07019996643066
282.442199707031,326.125,102.5859375,-0.14818000793457,40.2131958007812,7.79879792389693e-06,102541.125,98.0761642456055,37.0581359863281,0.00696288421750069,77.25,335.375,20.3984375,0.00893783569335938,6.24143218994141
285.437347412109,323.1953125,132.03125,-0.266300559043884,68.5308837890625,6.73985996400006e-05,101766,91.1771469116211,58.7034301757812,0.00785694364458323,50.25,337.5,26.09375,2.94713020324707,5.16699600219727
285.360687255859,320.7890625,108.0625,-0.00545933097600937,2.41912841796875,1.10149230749812e-05,102596.7890625,84.0207977294922,2.332763671875,0.00717710331082344,74.375,339.125,21.2890625,-0.430530548095703,0.965181350708008
283.596618652344,337.3203125,45.6484375,-0.0114714708179235,2.52972412109375,3.44730688084383e-05,102449.453125,97.045768737793,3.43109130859375,0.0075331274420023,79.75,339.875,9.75,-2.1077880859375,0.609081268310547
282.256958007812,273.4296875,143.5625,-0.00195019692182541,0.134735107421875,-2.23290271605947e-06,102121.015625,90.8726043701172,3.42477416992188,0.00636540818959475,50.125,340.25,28.4453125,0.373172760009766,-1.26558876037598
282.045532226562,279.9921875,138.8203125,0.126885309815407,-39.8578491210938,2.689353095775e-08,101664.375,81.6530075073242,20.8443908691406,0.00567583367228508,60.75,340.875,26.4140625,2.96252250671387,0.0391407012939453
276.282318115234,218.84375,152.9765625,0.725841045379639,-174.776062011719,2.63760512098088e-07,103256.96875,57.6397247314453,-95.7896118164062,0.0026881555095315,14.25,338.125,29.796875,3.57374572753906,-8.00421333312988
274.291931152344,284.0390625,53.6484375,0.359458774328232,-73.7673645019531,4.55392291769385e-05,103307.890625,64.3110427856445,-48.6551513671875,0.00265629636123776,75.25,336.25,10.3984375,-1.12672424316406,1.457275390625
279.799530029297,307.5546875,103.8203125,0.139382481575012,-41.2986755371094,4.76737341159605e-07,101023.6796875,86.4136123657227,-4.38909912109375,0.00522780045866966,78.75,336.0625,19.625,4.32395362854004,1.13638496398926
273.462371826172,247.9375,122.2890625,0.671267032623291,-151.317901611328,-1.11506119537808e-06,102222.3359375,63.9301223754883,-115.166107177734,0.00243155378848314,38.5,334.5,23.640625,3.05156707763672,-6.64404106140137
272.631896972656,202.1171875,157.8046875,0.55128413438797,-125.686584472656,1.88527235422953e-06,102946.875,64.468132019043,-102.169219970703,0.00228024809621274,0.875,332.75,30.2578125,0.297571420669556,-6.04026794433594
273.797607421875,215.3125,156.6484375,0.292723745107651,-62.5027465820312,9.70209839579184e-07,103058.734375,72.5091323852539,-47.4973754882812,0.00278436159715056,3.75,331.375,30.0859375,-0.497984170913696,-4.23521995544434
276.180847167969,244.53125,137.234375,0.0909479856491089,-20.4902954101562,-2.08465507967048e-06,102788.5234375,81.5131683349609,-13.1202697753906,0.00374257215298712,59.875,330.375,25.3515625,-1.3596134185791,-0.46453857421875
278.066314697266,300.140625,64.6328125,0.0117982923984528,-0.306884765625,2.47129310082528e-06,102437.84375,91.6753540039062,1.24026489257812,0.00483109056949615,59.375,329.8125,12.7109375,-2.50761222839355,-0.955490112304688
280.654113769531,333.0703125,64.390625,-0.0659397691488266,19.9937744140625,0.000236475490964949,101278.84375,97.3887023925781,20.874755859375,0.00620068190619349,76.375,330.1875,12.78125,-2.41392517089844,3.52163696289062
279.858612060547,318.171875,106.4453125,0.0217334218323231,-6.1845703125,1.37333358907199e-06,101179.828125,85.0303344726562,3.57415771484375,0.00512944906949997,82.25,330.625,19.5703125,2.06586074829102,-0.641988754272461
278.817596435547,293.953125,105.2421875,0.0650974959135056,-16.0688171386719,6.53750362289429e-07,100977.171875,78.382194519043,3.29336547851562,0.00440502073615789,62.125,330.375,19.953125,2.97937965393066,0.191257476806641
278.422912597656,298.9296875,118.5234375,0.150024056434631,-36.913330078125,2.63646461462486e-06,101101.578125,73.6317291259766,-1.605224609375,0.00402419781312346,74.375,330.9375,22.03125,3.39850568771362,-4.02313709259033
278.117126464844,299,111.1484375,0.178303405642509,-41.8040161132812,1.86337240393186e-06,101669.421875,69.3348159790039,-5.60015869140625,0.00369158573448658,75.75,331.5625,20.265625,2.26142024993896,-3.70811080932617
276.987731933594,256.75,140.0625,0.170276790857315,-36.9533996582031,-1.96358905668603e-06,102164.5703125,68.47119140625,-13.4873046875,0.00333220767788589,66.5,331.75,24.4609375,-1.04342579841614,-2.02380752563477
277.964477539062,293.4921875,119.8203125,0.0559002161026001,-10.6471252441406,1.58661532623228e-05,102418.0625,81.304069519043,-5.07901000976562,0.00423886999487877,77.5,330.375,21.453125,-1.24132800102234,-0.712255477905273
278.753356933594,311.0078125,99.5703125,0.00848895683884621,-1.95230102539062,8.75190835358808e-06,101531.5703125,92.3394927978516,-1.00775146484375,0.00513195944949985,73.375,331.5625,17.9140625,-0.227025985717773,-1.63578987121582
279.640014648438,302.921875,97.03125,0.0543426424264908,-15.1606750488281,7.97884695202811e-06,100480.5234375,85.285026550293,7.55740356445312,0.00508491322398186,58,333.8125,18.6015625,3.00949859619141,1.78844261169434
