Time,CHLA,DIN,DON,KD,NH4F,NO23F,SALINITY,TDN,TSS,WTEMP
86400,16.5692665033823,0.942056640151968,0.287462448784405,1.16432188881105,0.00884156279858233,0.929622784859333,6.14964680954904,1.19029973319661,9.09449625331627,3.89327831945829
172800,16.3721730621745,0.922514790723646,0.28088525969951,1.15596737072479,0.00950090150459674,0.910038154105193,6.33952266821276,1.17408422201232,8.98734964727747,3.77631218094905
259200,16.1418513713503,0.901086942437615,0.275110754645797,1.14666915049252,0.0102843227887091,0.888222316075745,6.55524431511546,1.15490118591481,8.86762507248265,3.65342574919263
345600,15.8861551487981,0.878288002886958,0.270090847356598,1.13670807312545,0.0111610230881411,0.864755685796961,6.79039438237174,1.13344014712567,8.73856773896095,3.5272810063434
432000,15.6129381124066,0.854632879664759,0.265777451565247,1.12636498363479,0.0121001988401146,0.840218678294811,7.03855550209617,1.11039062786646,8.6034228567415,3.40053993455571
518400,15.330053980064,0.830636480364101,0.262122481005077,1.11592072703176,0.0130710464818512,0.815191708595264,7.29331030640336,1.08644215035877,8.46543563585344,3.27586451598392
604800,15.0453564696589,0.806813712578067,0.259077849409421,1.10565614832755,0.0140427624505728,0.790255191724292,7.54824142740788,1.06228423682419,8.3278512863259,3.15591673278237
691200,14.7666992990797,0.783679483899741,0.256595470511612,1.09585209253339,0.0149845431835011,0.765989542707864,7.79693149722432,1.0386064094843,8.19391501818803,3.04335856710542
777600,14.5019361862148,0.761748701922206,0.254627258044983,1.08678940466048,0.0158655851178579,0.742975176571951,8.03296314796726,1.01609819056067,8.06687204146897,2.94085200110742
864000,14.2589208489529,0.741536274238546,0.253125125742868,1.07874892972004,0.0166550846908648,0.721792508342524,8.2499190117513,0.995449102274886,7.94996756619784,2.85105901694273
950400,14.0455070051822,0.723557108441844,0.2520409873386,1.07201151272327,0.0173222383397438,0.703021953045551,8.44138172069102,0.977348666848532,7.84644680240379,2.77664159676571
1036800,13.8695483727913,0.708326112125182,0.251326756565512,1.06685799868139,0.0178362425017164,0.687243925707005,8.60093390690101,0.962486406503188,7.75955496011595,2.7202617227307
1123200,13.7388986696685,0.696358192881646,0.250934347156937,1.0635692326056,0.0181662936140046,0.675038841352854,8.72215820249584,0.951551843460434,7.69253724936346,2.68458137699206
1209600,13.6614090000091,0.688168142497442,0.250815739875446,1.06242601137443,0.0182815973583799,0.666986976575507,8.79863884852896,0.945234319032837,7.6486377575046,2.6722619507371
1296000,13.6147377823067,0.682819399504972,0.25159289096684,1.06306043071441,0.0182602084474046,0.66195756613449,8.84362309245991,0.942034072437446,7.61821903180647,2.67853512318771
1382400,13.5729535876506,0.678770615509543,0.253570409593147,1.06467475780677,0.0182009567005539,0.658190608173213,8.87679434252198,0.939813231479813,7.59044405953952,2.69545449801164
1468800,13.5369002571745,0.675557482239473,0.256265837166055,1.06687514252051,0.0181099497185142,0.655236559270144,8.90239014651422,0.938191641356548,7.56606069575663,2.72054733784615
1555200,13.507421632012,0.672715691423078,0.259196715097256,1.06926773472461,0.0179932951019722,0.652645876003751,8.9246480522357,0.936789147264262,7.54581679551068,2.75134090532845
1641600,13.4853615532964,0.669780934788674,0.26188058479844,1.07145868428805,0.0178571004516143,0.649969014952503,8.94780560748549,0.935225594399565,7.53046021385453,2.78536246309579
1728000,13.4715638621615,0.666288904064576,0.263834987681295,1.07305414107982,0.017707473368127,0.646756432694867,8.97610036006264,0.933120827959066,7.52073880584108,2.82013927378541
1814400,13.466902264871,0.661775026429059,0.264577449608925,1.07366027586282,0.0175505015948559,0.64255832909977,9.01377250570493,0.930094096410074,7.51740774973015,2.85319931627422
1900800,13.6060415770609,0.654772544942244,0.263721214618293,1.07311257346308,0.0173030224620902,0.635950603894414,9.07528180102967,0.923232899271956,7.55370620936366,2.88604003822325
1987200,13.9577899473169,0.645109239325181,0.261556626783477,1.07172796530697,0.0169245239571157,0.626758260983522,9.16286334526283,0.911490640714262,7.64546980814777,2.92153684789381
2073600,14.4365294501057,0.634153555353184,0.258610561381586,1.06984347435757,0.0164768957650248,0.616299593128172,9.26350932818899,0.897039880030524,7.770362667279,2.95957994874863
2160000,14.9566421598943,0.623273938801566,0.255409893689731,1.06779612357796,0.0160220275709101,0.605892893089437,9.36421193959274,0.882053176514275,7.90604890795386,3.00005954425044
2246400,15.4325101511492,0.613838835445641,0.252481498985019,1.06592293593122,0.015621809059864,0.596856453628392,9.45196336925865,0.868703089459046,8.03019265136888,3.04286583786199
2332800,15.7785154983372,0.607216691060723,0.250352252544561,1.06456093438044,0.0153381299169792,0.590508567506114,9.51375580697133,0.859162178158369,8.12045801872059,3.087889033046
2419200,15.9090933544887,0.604775059956095,0.24954902460768,1.06404889025197,0.0152328786832905,0.588166671480125,9.53658814624201,0.855601944150051,8.15451822542176,3.13501958634569
