Time,CHLA,DIN,DON,KD,NH4F,NO23F,SALINITY,TDN,TSS,WTEMP
86400,6.6638546012218,0.0844275604458021,0.221826705052284,0.72334087449884,0.00947967536421777,0.0752897986044741,18.7250604419157,0.301496350763126,7.83317980514521,5.35178528715382
172800,6.53873484984206,0.0811123147408603,0.22132828168855,0.725061977613643,0.00949483429041857,0.0718531030817878,18.8583955643062,0.299411018429007,7.77671145448108,5.37989262391725
259200,6.40167414792147,0.0780737433868936,0.220828685325404,0.726414704665983,0.00950679709820896,0.0687196468129215,18.9922120920164,0.297150063739493,7.72080858213239,5.41033721224097
345600,6.25594379616418,0.0753098868801068,0.220327919796896,0.727423687281399,0.00951575911911714,0.065884537198236,19.1245670355736,0.29477314961937,7.66548489194089,5.44232008570931
432000,6.10481509527433,0.0728187857167047,0.219825988937079,0.728113557085431,0.00952191568467129,0.0633428816380918,19.2535174055049,0.292339938993425,7.61075408774833,5.47504227790661
518400,5.95155934595608,0.0705984803928922,0.219322896580003,0.728508945703618,0.00952546212639962,0.0610897875328497,19.3771202123374,0.289910094786443,7.55662987339649,5.5077048224172
604800,5.79944784891356,0.068647011404874,0.218818646559718,0.7286344847615,0.00952659377583031,0.0591203622828704,19.4934324665983,0.287543279923211,7.5031259527271,5.53950875282541
691200,5.65175190485092,0.066962419248855,0.218313242710277,0.728514805884617,0.00952550596449154,0.0574297132885145,19.6005111788147,0.285299157328514,7.45025602958193,5.56965510271557
777600,5.51174281447232,0.0655427444210401,0.21780668886573,0.728174540698508,0.00952239402391152,0.0560129479501427,19.6964133595138,0.283237389927138,7.39803380780273,5.59734490567202
864000,5.38269187848189,0.0643860274176339,0.217298988860129,0.727638320828712,0.00951745328561842,0.0548651736681157,19.7791960192228,0.281417640643869,7.34647299123126,5.6217791952791
950400,5.26787039758379,0.0634903087348415,0.216790146527523,0.72693077790077,0.00951087908114045,0.0539814978427943,19.8469161684687,0.279899572403493,7.29558728370928,5.64215900512113
1036800,5.17054967248216,0.0628536288688676,0.216280165701964,0.726076543540221,0.00950286674200579,0.0533570278745389,19.8976308177787,0.278742848130797,7.24539038907853,5.65768536878245
1123200,5.09400100388115,0.0624740283159169,0.215769050217504,0.725100249372605,0.00949361159974263,0.0529868711637105,19.9293969776801,0.278007130750565,7.19589601118079,5.66755931984739
1209600,5.04149452502023,0.0623495726747608,0.215256804643065,0.724026416256435,0.00948330860916825,0.0528661622481128,19.9402714371577,0.27775207524171,7.14711727282928,5.67098213999642
1296000,5.00297521531766,0.0627183142795361,0.214750417465798,0.721774866004825,0.00946795551629856,0.0532513640303432,19.9275268362209,0.277921197258166,7.09353405730575,5.67005743963816
1382400,4.96741670746559,0.0636566046580897,0.21425198000551,0.717799446936527,0.00944363878214629,0.0542315385519807,19.8950972533296,0.278351540779993,7.03345351890975,5.66737238167627
1468800,4.93590743578418,0.0649355275082234,0.213754606856984,0.712857006522997,0.00941045262644546,0.0555675509650819,19.8508945890714,0.278938114165004,6.97226932278675,5.66300759600908
1555200,4.90953583459358,0.0663261665277392,0.213251412615005,0.707704392235692,0.00936849126893007,0.0570202664217037,19.8028307440336,0.279575925771014,6.91537513408222,5.65704371253493
1641600,4.88939033821394,0.067599605414439,0.212735511874356,0.703098451546069,0.00931784892933415,0.0583505500739029,19.7588176188038,0.280159983955835,6.86816461794163,5.64956136115217
1728000,4.87655938096543,0.0685269278661248,0.212200019229821,0.699796031925585,0.0092586198273917,0.059319267073736,19.7267671139695,0.280585297077284,6.83603143951045,5.64064117175912
1814400,4.87213239352134,0.0688791919504374,0.211638031789224,0.698554180198406,0.00919088030647202,0.0596872837598173,19.7145891376365,0.280746718850159,6.82437008247245,5.63035605797244
1900800,4.88147548516532,0.0683871703731431,0.210970133650824,0.700759477563219,0.00903514488880897,0.0592994009886195,19.7185079881321,0.279875707116159,6.84006694464952,5.58417315928459
1987200,4.90703146470187,0.0671278695790627,0.210178115286525,0.706334535695918,0.00875337498039321,0.0583033981106165,19.728414960169,0.277658932254297,6.87974908481549,5.48442720180327
2073600,4.94591482790138,0.0653811930108302,0.209339688725362,0.713922347848467,0.00840045912520661,0.0569151449850757,19.7418986299403,0.274610428856337,6.93375760243515,5.35331620693853
2160000,4.99524007053422,0.0634270441110797,0.20853256599637,0.722165907272826,0.00803128586723106,0.0553505114712643,19.7565475736388,0.271244231514043,6.99243359697327,5.21303819610044
2246400,5.05212168837075,0.0615453263224454,0.207834459128585,0.729708207220958,0.0077007437504484,0.0538253674284498,19.7699503674576,0.268074374819181,7.04611816789462,5.08579119069908
2332800,5.11367417718136,0.0600159430875611,0.207323080151043,0.735192240944823,0.00746372131884052,0.0525555827158995,19.7796955875896,0.265614893363513,7.08515241466398,4.9937732121445
2419200,5.17702047489217,0.0591186467035775,0.207076084025676,0.737261133846874,0.0073750713664566,0.0517569157165924,19.7833632851111,0.264379524514647,7.09988330932376,4.95916948163117
2505600,5.26141815460854,0.0586557225068931,0.206995187735846,0.735333017532825,0.00737891538873568,0.0512910214631903,19.7573182858976,0.263949786526827,7.09894583918261,4.96395205661222
2592000,5.37782079193301,0.0582655782596643,0.206936930252921,0.730345948135298,0.00738909313310405,0.0508911765451059,19.6906884927786,0.263610766855125,7.09632811954452,4.97707151641174
2678400,5.51349008500276,0.0579356081466975,0.206893631628249,0.72326400982552,0.00740402874416702,0.0505462430696923,19.5975795232378,0.263340040490401,7.09221485929037,4.99723957121952
2764800,5.65568773195494,0.0576532063527994,0.206857611913175,0.715051286774718,0.00742214636652996,0.0502450831443025,19.4920969947589,0.263115182423515,7.08679076730102,5.02316793122534
2851200,5.79167543092669,0.0574057670627762,0.206821191159047,0.70667186315412,0.00744187014479819,0.0499765588762897,19.3883465248256,0.262913767645326,7.08024055245736,5.05356830661897
2937600,5.90871488005518,0.0571806844614346,0.206776689417211,0.699089823134954,0.00746162422357706,0.0497295323730068,19.3004337309216,0.262713371146694,7.07274892364027,5.08715240759021
3024000,5.99407699263143,0.0569653596457745,0.206716425973136,0.693268608236595,0.00747983392552283,0.0494928724189001,19.2424538890219,0.262491581435342,7.06449753594833,5.12263842496148
3110400,6.05453779108011,0.0567614617570064,0.206633758013466,0.688816636594452,0.00749733030704101,0.0492689509300143,19.2068782183833,0.26225480863282,7.05048247821811,5.16997594782381
3196800,6.10568401648459,0.0565758860630001,0.206531451637035,0.684747846886444,0.00751573602828588,0.0490641217383238,19.1773014978291,0.262023192608957,7.02765494456442,5.23583037809463
3283200,6.15026442189261,0.056405568780022,0.206415755887285,0.680976237962621,0.00753495281351436,0.0488748642896074,19.1519665644661,0.261798234411578,6.99838182839743,5.31558014661397
3369600,6.19102776035193,0.0562474461243387,0.206292919807655,0.677415808673035,0.00755488238698338,0.0486976580296443,19.1291162554011,0.261581435088512,6.96503002312727,5.40460368422186
3456000,6.23072278491029,0.0560984543122167,0.206169192441584,0.673980557867737,0.00757542647294987,0.0485289824042134,19.1069934077408,0.261374295687584,6.92996642216408,5.49827942175833
3542400,6.27209824861544,0.0559555295599224,0.206050822832512,0.670584484396777,0.00759648679567076,0.0483653168590938,19.083840858592,0.261178317256622,6.89555791891801,5.59198579006342
3628800,6.31790098395439,0.0558156121389214,0.205944053135092,0.667141619374732,0.00761796520324722,0.0482031457709072,19.0579027145173,0.260994999258457,6.86416878076578,5.68110597075269
3715200,6.36781111626244,0.055681014963155,0.205845341601317,0.663631059276597,0.00763994278342067,0.0480454875161569,19.0294294358097,0.260823338792827,6.83445439643491,5.76787260797001
3801600,6.4194471967172,0.0555542382358904,0.205748345785028,0.660117711382809,0.00766256362279727,0.0478955928739802,18.9999560017362,0.260660739346596,6.80408104131507,5.85683556095387
3888000,6.47207197074794,0.0554333276954064,0.205653704575545,0.656650935560772,0.00768584928420946,0.0477512974029907,18.969912172509,0.260505986747419,6.77339483026845,5.94782109730112
3974400,6.52494818378395,0.0553163290799815,0.20556205686219,0.653280091677894,0.00770982133048967,0.0476104366618017,18.9397277083404,0.260357866822954,6.74274187815726,6.04065548460864
4060800,6.57733858125451,0.0552012881278947,0.205474041534284,0.650054539601582,0.00773450132447035,0.0474708462090265,18.9098323694428,0.260215165400856,6.7124682998437,6.1351649904733
4147200,6.6285059085889,0.0550862505774247,0.205390297481148,0.647023639199241,0.00775991082898393,0.0473303616032786,18.8806559160282,0.260076668308782,6.68292021018995,6.23117588249196
4233600,6.67771157712054,0.0549692550438384,0.205311457591467,0.644236363357851,0.0077860717139551,0.0471868146580594,18.8526273626061,0.25994114814812,6.65444079318546,6.32851370664493
4320000,6.72341009572031,0.0548432729154094,0.205232986587878,0.641406566988448,0.00781325966179611,0.0470357808701376,18.8254130988763,0.259797039340045,6.62487162625699,6.42649732233636
4406400,6.7659127234974,0.0547083485572627,0.205152941726065,0.638408473204829,0.00784157771982984,0.0468780811530881,18.7985511930454,0.259642432254493,6.59340537743981,6.5251870728178
4492800,6.80703610400948,0.054571900205532,0.205074805795935,0.635464602971154,0.00787084193893012,0.0467187701109913,18.7721486925029,0.259488296860584,6.56190451210765,6.62539615807384
4579200,6.84859688081419,0.0544413460963509,0.205002061587393,0.632797477251584,0.00790086836997074,0.0465629023479281,18.746312644638,0.259345603127441,6.53223149563422,6.72793777808907
4665600,6.8924116974692,0.054324104465853,0.204938191890345,0.630629617010279,0.00793147306382553,0.046415532467979,18.72115009684,0.259225321024185,6.50624879339325,6.83362513284806
4752000,6.94029719753217,0.0542275935501719,0.204886679494695,0.629183543211399,0.00796247207136829,0.0462817150752247,18.6967680964983,0.259138420519938,6.48581887075847,6.9432714223354
4838400,6.99407177271977,0.0541592062228501,0.204851000576384,0.628681537597638,0.00799367845282214,0.0461664799607163,18.6732740649331,0.259095832631398,6.47279776636114,7.05769064010853
4924800,7.05617705724902,0.0541068400631622,0.204828609471699,0.629109992700791,0.00802310867254722,0.0460571425694635,18.6509596653143,0.25907812345902,6.46405824776862,7.17797785305909
5011200,7.1264579870246,0.054057311796875,0.204813201378488,0.630252290001231,0.00805051363290823,0.045944997498949,18.6297499466282,0.259062628585436,6.45603878180561,7.30404251814046
5097600,7.20309927275723,0.0540125583336519,0.204801609935741,0.631989813082836,0.00807785793437674,0.0458372972298368,18.6092585233973,0.259049542127817,6.4489720911591,7.43503885317178
5184000,7.28428562515767,0.0539745165831564,0.204790668782448,0.634203945529484,0.00810710617742433,0.0457412942427913,18.5890990101439,0.25903905820333,6.44309089851606,7.57012107597224
5270400,7.36820175493666,0.0539451234550518,0.204777211557599,0.636776070925054,0.00814022296252255,0.0456642410184765,18.5688850213903,0.259031370929145,6.43862792656347,7.708443404361
5356800,7.45303237280493,0.0539263158590015,0.204758071900184,0.639587572853424,0.008179172890143,0.0456133900375567,18.548230171659,0.259026674422431,6.43581589798829,7.84916005615722
